hashcode	string
0xf7400b9c	c:\usm\data\characters\beetle\beetle_lite.ent
0xf740d6ea	0xbf3ab11b
0xf743aac9	0x258286aa
0xf743ddaf	HE_FIREESCA01
0xf743ddb0	HE_FIREESCA02
0xf743ddb1	HE_FIREESCA03
0xf743ddb2	HE_FIREESCA04
0xf743ddb3	HE_FIREESCA05
0xf7465b11	CIT_ICVR06_FT2_ATKN
0xf747a0d9	NI_OMNI17_BLUE01
0xf747ff09	JC_WATER_EXIT_MARKER
0xf74a8b83	italy_breakables_enc
0xf74d84fc	CIT_FEAR36_MW6_Fear
0xf74ddd4f	IL_STOR_JEWWLRY
0xf74fe2c9	GN_UMBRELLAA00
0xf74fe2ca	GN_UMBRELLAA01
0xf74fe2cb	GN_UMBRELLAA02
0xf74fe2d0	GN_UMBRELLAA07
0xf74fe2d1	GN_UMBRELLAA08
0xf7521eb1	mission_music_P3_start
0xf752c50e	PI_BOARDWLK
0xf7549d47	tam5_man_thank
0xf756b636	0x9b90e0d1
0xf757ecd8	jump_landing
0xf7585752	HM_CORNERBAR
0xf758eae5	0xcc28b2d5
0xf75a3dc6	0xcc28cb81
0xf75c6fca	CIT_ATKS03_STB_ATKN
0xf75cebaf	GJF_Idl
0xf75d0610	~_v10_beetle_battle()
0xf75f0a04	0xbf3d62a4
0xf76268ff	LF_BILLBOARDB01
0xf7626900	LF_BILLBOARDB02
0xf7626d40	LF_BILLBOARDC01
0xf7627181	LF_BILLBOARDD01
0xf7627182	LF_BILLBOARDD02
0xf76289c0	Amb_Idle03_MW5_City
0xf7632f70	JF_NEON_SIGNA
0xf764ba53	pole_swing_grav_mul
0xf764bb66	ALIASED_SOUND_CIT_MCT_PURS03_ITSMYSISTE
0xf769f54b	s05_tam1_falling_fire_start(vector3d,num,num)
0xf76a1a8d	U_I_FULL_BAXTERBLDG
0xf76b3b17	CIT_FHRT08_SL1_SBDU
0xf76babb9	c:\usm\data\characters\usm_blacksuit\usm_blacksuit.ent
0xf76c14b8	REA_01HR07_FTB_hit
0xf76c68cf	0xebd85d47
0xf76cf9b6	destroy_beetle_tracker()
0xf76ec3d4	OG_OMNI01_CITYLOW01
0xf76ec3d5	OG_OMNI01_CITYLOW02
0xf76ec3d6	OG_OMNI01_CITYLOW03
0xf76ec3d7	OG_OMNI01_CITYLOW04
0xf76ec3d8	OG_OMNI01_CITYLOW05
0xf76ec3d9	OG_OMNI01_CITYLOW06
0xf76ec3da	OG_OMNI01_CITYLOW07
0xf76ec3db	OG_OMNI01_CITYLOW08
0xf76ec3dc	OG_OMNI01_CITYLOW09
0xf76ec3f4	OG_OMNI01_CITYLOW10
0xf76ec3f5	OG_OMNI01_CITYLOW11
0xf76ec3f6	OG_OMNI01_CITYLOW12
0xf76ef43d	CIT_04PN03_MT1_SEESPI
0xf76f77df	CIT_IDLE12_MTB_IDLE
0xf7722583	CIT_SBDU10_STB_SBDU
0xf7735c57	FG_BARRIERC01
0xf7735c58	FG_BARRIERC02
0xf7735c59	FG_BARRIERC03
0xf7735c77	FG_BARRIERC10
0xf7735c78	FG_BARRIERC11
0xf7735c79	FG_BARRIERC12
0xf7735c7a	FG_BARRIERC13
0xf7735c7b	FG_BARRIERC14
0xf7735c7c	FG_BARRIERC15
0xf7735c7d	FG_BARRIERC16
0xf7735c7e	FG_BARRIERC17
0xf77490c8	CIT_POL_SMYA22_WeLoveYouS
0xf774c419	V02_01GP02_WOL_BetYouThou
0xf7750d00	JJ_LADDERA
0xf7757d5c	QG_BALLASTA01
0xf7757d5d	QG_BALLASTA02
0xf7757d5e	QG_BALLASTA03
0xf7757d5f	QG_BALLASTA04
0xf7757d60	QG_BALLASTA05
0xf7757d61	QG_BALLASTA06
0xf7757d62	QG_BALLASTA07
0xf7757d63	QG_BALLASTA08
0xf7757d64	QG_BALLASTA09
0xf7757d7c	QG_BALLASTA10
0xf776ce6a	falling_leaves(entity)
0xf7773835	0xf59992d1
0xf7773836	0xf59992d2
0xf7773837	0xf59992d3
0xf7773838	0xf59992d4
0xf7773839	0xf59992d5
0xf777383a	0xf59992d6
0xf777383b	0xf59992d7
0xf777383c	0xf59992d8
0xf777383d	0xf59992d9
0xf7773865	0xf59992da
0xf7773878	0xf59992f2
0xf7773879	0xf59992f3
0xf777387a	0xf59992f4
0xf777387b	0xf59992f5
0xf777387c	0xf59992f6
0xf778fd18	DE_MAILBOXA12
0xf778fd19	DE_MAILBOXA13
0xf778fd1a	DE_MAILBOXA14
0xf778fd1b	DE_MAILBOXA15
0xf778fd1c	DE_MAILBOXA16
0xf778fd1d	DE_MAILBOXA17
0xf778fd1e	DE_MAILBOXA18
0xf778fd1f	DE_MAILBOXA19
0xf77e5846	shape_bolt(polytube,polytube)
0xf7812db3	CIT_FTSU10_PM2_CHASE
0xf782536f	s07_igc2()
0xf78257b0	s07_igc3()
0xf78494f8	DG_CSLIGHT
0xf785fc4a	CIT_TERR04_FW1_Terror
0xf78a2372	V03_IDENTIFYING
0xf78aa98d	go_charge(entity)
0xf78b19d4	NG_PLANT01
0xf78b19d5	NG_PLANT02
0xf78b19d6	NG_PLANT03
0xf78b19d7	NG_PLANT04
0xf78b19d8	NG_PLANT05
0xf78b19d9	NG_PLANT06
0xf78b19da	NG_PLANT07
0xf78b19db	NG_PLANT08
0xf78c5eb1	SABLE_BINOC
0xf78ed8e5	place_trap_lights
0xf78fb6be	IF_ROOFTOP_COMMON_00
0xf78fb6c0	IF_ROOFTOP_COMMON_02
0xf7909a38	ALIASED_SOUND_CIT_BUMP04_FC2_KNOCKITOFF
0xf791a4e4	SSMP19GREET
0xf7923a4a	place_cops()
0xf7926906	JJ_STOR_INDH_05_60
0xf792690c	JJ_STOR_INDH_05_66
0xf792690e	JJ_STOR_INDH_05_68
0xf7926927	JJ_STOR_INDH_05_70
0xf7926928	JJ_STOR_INDH_05_71
0xf7926929	JJ_STOR_INDH_05_72
0xf7932ec3	CIT_IDLE01_STB_IDLE
0xf7951947	Enter_CarB_Front_Left_State
0xf795eb83	REA_01EX13_FL2_exert
0xf796c735	SA_JETPACK_01
0xf796c736	SA_JETPACK_02
0xf796c737	SA_JETPACK_03
0xf797a89c	HL_PN07_COP_SHOOTOUT_00
0xf797a89d	HL_PN07_COP_SHOOTOUT_01
0xf798af55	NE_MURAL_03
0xf7990f8b	HARA06SEESPI
0xf799af8b	to_state_on_interrupt
0xf79beeef	GK_POWERPOLE01
0xf79beef1	GK_POWERPOLE03
0xf79beef4	GK_POWERPOLE06
0xf79beef5	GK_POWERPOLE07
0xf79beef7	GK_POWERPOLE09
0xf79bef0f	GK_POWERPOLE10
0xf79bef10	GK_POWERPOLE11
0xf79bef11	GK_POWERPOLE12
0xf79bef12	GK_POWERPOLE13
0xf79bef13	GK_POWERPOLE14
0xf79bef14	GK_POWERPOLE15
0xf79cf5ca	GE_LOD
0xf79e37be	0x082196e7
0xf7a15026	CIT_TCVR10_ML1_COVER
0xf7a230fe	WebPunchBySpider
0xf7a35dcd	0x75ac0bab
0xf7a448ad	RF_WATERTOW_WOODA
0xf7a448ae	RF_WATERTOW_WOODB
0xf7a5182c	CIT_ICVR14_RTB_SBDU
0xf7a5a7db	0xaaba5450
0xf7a5a917	KI_UN_INTSKY
0xf7a663c2	pos_random_num(num)
0xf7a6ecaa	NE_JEWEL_MARKER
0xf7a73f25	CIT_CIV_SCRD07_StayAway
0xf7a83adf	BackJumpKickGunFire
0xf7a90b9a	CIT_FTT_FHRT02_DevilMutan
0xf7ab0874	SS_DodgeL
0xf7ab087a	SS_DodgeR
0xf7ac2866	OBJ_MAILBOX
0xf7ac38fd	Btl_BumRushHit1
0xf7ac38fe	Btl_BumRushHit2
0xf7ac38ff	Btl_BumRushHit3
0xf7ac3c91	BackJumpFlipFar_State
0xf7adcdff	FG_CP_GATE
0xf7ae64d4	2stor_indLE01_pipe01
0xf7aebe29	spawn_and_set_rhino_door()
0xf7affdc4	RG_SPAWN_PT
0xf7b28353	FN_LODFN_LOD_WALL
0xf7b294df	LE_PARK01
0xf7b29922	FN_LODFN_LOD_WH00
0xf7b29923	FN_LODFN_LOD_WH01
0xf7b319d4	s10_tam2_effects(entity)
0xf7b5b893	0x0821d318
0xf7b5f0e0	0x0821ca90
0xf7b5f947	0x0821cc86
0xf7b6930e	FG_CP_WALL
0xf7b9b1ca	0x1bc88eb5
0xf7b9b1cb	0x1bc88eb6
0xf7bb1de5	wolverine_grapple
0xf7be4560	enable_shen_tracker(num)
0xf7bf7e3b	vulnerable_to_charge_state
0xf7c00a37	0x25894199
0xf7c126cc	GG_LOD
0xf7c14122	GG_Run
0xf7c25f30	IL_SAWHORSE000
0xf7c27d47	watch_for_off_cam
0xf7c2e8be	0x7e30e6f6
0xf7c35883	BE_WATER_EXIT_MARKER
0xf7c36d28	s05_tam1_bridge_debris_01_destroy()
0xf7c36d3a	CIT_FEAR39_MW1_Fear
0xf7c60a0d	0xa4034144
0xf7c7714f	0x970af943
0xf7c785c4	FM_STOR_INDH_05_05
0xf7c7b1e7	0x5cd49141
0xf7c9a2b4	OI_ENT_RFVENTA01
0xf7c9a2b5	OI_ENT_RFVENTA02
0xf7c9a2b6	OI_ENT_RFVENTA03
0xf7c9a2b7	OI_ENT_RFVENTA04
0xf7c9a2b8	OI_ENT_RFVENTA05
0xf7c9a2b9	OI_ENT_RFVENTA06
0xf7c9a2ba	OI_ENT_RFVENTA07
0xf7c9a6f5	OI_ENT_RFVENTB01
0xf7c9a6f6	OI_ENT_RFVENTB02
0xf7c9a6f7	OI_ENT_RFVENTB03
0xf7c9a6f8	OI_ENT_RFVENTB04
0xf7c9a6f9	OI_ENT_RFVENTB05
0xf7c9a6fa	OI_ENT_RFVENTB06
0xf7c9a6fb	OI_ENT_RFVENTB07
0xf7c9a6fc	OI_ENT_RFVENTB08
0xf7c9a6fd	OI_ENT_RFVENTB09
0xf7c9a715	OI_ENT_RFVENTB10
0xf7c9a716	OI_ENT_RFVENTB11
0xf7c9a717	OI_ENT_RFVENTB12
0xf7c9ab35	OI_ENT_RFVENTC00
0xf7c9ab36	OI_ENT_RFVENTC01
0xf7c9ab37	OI_ENT_RFVENTC02
0xf7c9ab38	OI_ENT_RFVENTC03
0xf7c9ab39	OI_ENT_RFVENTC04
0xf7c9ab3a	OI_ENT_RFVENTC05
0xf7c9ab3b	OI_ENT_RFVENTC06
0xf7c9b7f8	OI_ENT_RFVENTF00
0xf7c9b7f9	OI_ENT_RFVENTF01
0xf7c9b7fa	OI_ENT_RFVENTF02
0xf7c9b7fc	OI_ENT_RFVENTF04
0xf7c9b7fd	OI_ENT_RFVENTF05
0xf7c9b7fe	OI_ENT_RFVENTF06
0xf7c9b7ff	OI_ENT_RFVENTF07
0xf7c9b800	OI_ENT_RFVENTF08
0xf7c9b801	OI_ENT_RFVENTF09
0xf7c9b819	OI_ENT_RFVENTF10
0xf7c9b81a	OI_ENT_RFVENTF11
0xf7c9b81b	OI_ENT_RFVENTF12
0xf7c9b81c	OI_ENT_RFVENTF13
0xf7c9b81e	OI_ENT_RFVENTF15
0xf7c9b81f	OI_ENT_RFVENTF16
0xf7c9b820	OI_ENT_RFVENTF17
0xf7c9b821	OI_ENT_RFVENTF18
0xf7c9b822	OI_ENT_RFVENTF19
0xf7ca4238	CIT_SPI_ARMC03_UnlessYour
0xf7cbef10	OH_NEWSSTANDC
0xf7ce1fe6	S03_chase_damage_HL_wallsmash()
0xf7ce4174	REA_01HR15_ST2_hit
0xf7ce8266	1sgn_signani_06
0xf7ce9ed4	CIT_01PN05_CV1_Thanks
0xf7ced003	MI_STOR_COMH_15_12X01
0xf7ced004	MI_STOR_COMH_15_12X02
0xf7ced005	MI_STOR_COMH_15_12X03
0xf7d0f828	VenIntTrn
0xf7d14b83	attack_target_flip_over
0xf7d3f12e	overload_left_hand(entity)
0xf7d45506	0x7e31d055
0xf7d4a218	sable_fight
0xf7d5dde4	HE_RF_PENTHOUSEE01
0xf7d62a76	HE_RF_PENTHOUSEW01
0xf7d6e8bc	DH_JG_RFWTANKA03
0xf7d6e8bd	DH_JG_RFWTANKA04
0xf7d6e8be	DH_JG_RFWTANKA05
0xf7d7d156	0xf7e68248
0xf7d7d157	0xf7e68249
0xf7d7d16f	0xf7e68250
0xf7d7d17f	0xf7e6824a
0xf7d7d180	0xf7e6824b
0xf7d7d181	0xf7e6824c
0xf7d7d182	0xf7e6824d
0xf7d7d183	0xf7e6824e
0xf7d7d184	0xf7e6824f
0xf7d7d198	0xf7e68268
0xf7d7d199	0xf7e68269
0xf7d7d1b1	0xf7e68270
0xf7d7d1b2	0xf7e68271
0xf7d7d1c1	0xf7e6826a
0xf7d7d1c2	0xf7e6826b
0xf7d7d1c3	0xf7e6826c
0xf7d7d1c4	0xf7e6826d
0xf7d7d1c5	0xf7e6826e
0xf7d7d1c6	0xf7e6826f
0xf7d7d1db	0xf7e68289
0xf7d7d1f3	0xf7e68290
0xf7d7d1f4	0xf7e68291
0xf7d7d1f5	0xf7e68292
0xf7d7d203	0xf7e6828a
0xf7d7d204	0xf7e6828b
0xf7d7d205	0xf7e6828c
0xf7d7d206	0xf7e6828d
0xf7d7d207	0xf7e6828e
0xf7d7d208	0xf7e6828f
0xf7d7d73c	0xf7e682b0
0xf7d7d73d	0xf7e682b1
0xf7d7d73e	0xf7e682b2
0xf7d7d73f	0xf7e682b3
0xf7d7d74c	0xf7e682aa
0xf7d7d74d	0xf7e682ab
0xf7d7d74e	0xf7e682ac
0xf7d7d74f	0xf7e682ad
0xf7d7d750	0xf7e682ae
0xf7d7d751	0xf7e682af
0xf7d7d77e	0xf7e682d0
0xf7d7d77f	0xf7e682d1
0xf7d7d780	0xf7e682d2
0xf7d7d781	0xf7e682d3
0xf7d7d782	0xf7e682d4
0xf7d7d78f	0xf7e682cb
0xf7d7d790	0xf7e682cc
0xf7d7d791	0xf7e682cd
0xf7d7d792	0xf7e682ce
0xf7d7d793	0xf7e682cf
0xf7d7d7c0	0xf7e682f0
0xf7d7d7c1	0xf7e682f1
0xf7d7d7c2	0xf7e682f2
0xf7d7d7c3	0xf7e682f3
0xf7d7d7c4	0xf7e682f4
0xf7d7d7c5	0xf7e682f5
0xf7d7d7d2	0xf7e682ec
0xf7d7d7d3	0xf7e682ed
0xf7d7d7d4	0xf7e682ee
0xf7d7d7d5	0xf7e682ef
0xf7d7e1d2	0xf7e68604
0xf7d7e1d3	0xf7e68605
0xf7d7e1d4	0xf7e68606
0xf7d7e1d5	0xf7e68607
0xf7d7e1d6	0xf7e68608
0xf7d7e1d7	0xf7e68609
0xf7d7e1ff	0xf7e6860a
0xf7d7e200	0xf7e6860b
0xf7d7e201	0xf7e6860c
0xf7d7e202	0xf7e6860d
0xf7d7e215	0xf7e68625
0xf7d7e216	0xf7e68626
0xf7d7e217	0xf7e68627
0xf7d7e218	0xf7e68628
0xf7d7e219	0xf7e68629
0xf7d7e241	0xf7e6862a
0xf7d7e242	0xf7e6862b
0xf7d7e243	0xf7e6862c
0xf7d7e244	0xf7e6862d
0xf7d7e245	0xf7e6862e
0xf7d7e258	0xf7e68646
0xf7d7e259	0xf7e68647
0xf7d7e25a	0xf7e68648
0xf7d7e25b	0xf7e68649
0xf7d7e283	0xf7e6864a
0xf7d7e284	0xf7e6864b
0xf7d7e285	0xf7e6864c
0xf7d7e286	0xf7e6864d
0xf7d7e287	0xf7e6864e
0xf7d7e288	0xf7e6864f
0xf7d7e29b	0xf7e68667
0xf7d7e29c	0xf7e68668
0xf7d807d1	REA_01HR09_MT2_hit
0xf7d815c9	BE_STOR_INDE_05_054
0xf7d815cb	BE_STOR_INDE_05_056
0xf7d871fe	Amb_Idle06_MW0_City
0xf7d87d58	ALIASED_SOUND_CIT_02PD04_GUM_FEAR
0xf7d938ba	PF_PAYPHONEA
0xf7da58a3	CIT_FEED09_MW1_feed
0xf7da768c	0xa404896d
0xf7da949a	CIT_FW2_SCRD06_Beat
0xf7daaddf	0x5cd59ece
0xf7dcb108	BEETLE_FLY_GRADIENT
0xf7de0b95	FE_SIDCORNER02
0xf7de0b96	FE_SIDCORNER03
0xf7de0b97	FE_SIDCORNER04
0xf7de0b98	FE_SIDCORNER05
0xf7de0b9a	FE_SIDCORNER07
0xf7dfa292	0x189e5a67
0xf7e059f5	REA_01HR15_ST3_hit
0xf7e23d0a	0x27d1f5de
0xf7e32261	REA_01KO08_RL1_ko
0xf7e3aec2	REA_01KO08_RL2_ko
0xf7e557ce	GI_LOD
0xf7e78326	s05_sky_chase_enc
0xf7ea2052	REA_01HR09_MT3_hit
0xf7eb0735	IL_DELI_REPAIR01
0xf7ed451d	CIT_FEAR35_MW8_Fear
0xf7ed492a	OH_SKYLIGHTB03
0xf7ed492b	OH_SKYLIGHTB04
0xf7ed492c	OH_SKYLIGHTB05
0xf7ee2314	NE_BENCHA01
0xf7ee2315	NE_BENCHA02
0xf7ee2316	NE_BENCHA03
0xf7ee2317	NE_BENCHA04
0xf7ee2318	NE_BENCHA05
0xf7ee2319	NE_BENCHA06
0xf7ee231a	NE_BENCHA07
0xf7ee231b	NE_BENCHA08
0xf7ee231c	NE_BENCHA09
0xf7ee2334	NE_BENCHA10
0xf7ee2335	NE_BENCHA11
0xf7ee2336	NE_BENCHA12
0xf7ee2337	NE_BENCHA13
0xf7ee2338	NE_BENCHA14
0xf7ee2339	NE_BENCHA15
0xf7ee233a	NE_BENCHA16
0xf7ee233b	NE_BENCHA17
0xf7ee233c	NE_BENCHA18
0xf7ee233d	NE_BENCHA19
0xf7ee2355	NE_BENCHA20
0xf7eecaca	0x7e3417b5
0xf7efdf8a	0xc3b31877
0xf7f10dde	knockback_attack
0xf7f31b3c	0x3d292934
0xf7f4f683	IH_QBRIDGE_BEAMA
0xf7f4f684	IH_QBRIDGE_BEAMB
0xf7f56164	0x08263621
0xf7f5cd3e	GN_STOR_INDC_20_05
0xf7f6416b	setup_hallway_ai
0xf7f74dff	LI_RFACCESSA_01
0xf7f8b39d	UN_STONE2_A
0xf7f96c2f	CIT_SITB14_MW9_IDLE
0xf7fa62af	shield_teleporter()
0xf7fa66a0	JH_REP_WINFRNTA
0xf7fba6c7	IdleZipLineToFly
0xf7fbd578	S05_07GP05_SPI_HeyIsThatA
0xf7fc8368	0x0825a69a
0xf7fc9539	JE_STOR_COMD01
0xf7fc953a	JE_STOR_COMD02
0xf7fc953b	JE_STOR_COMD03
0xf7fc953c	JE_STOR_COMD04
0xf7fc953f	JE_STOR_COMD07
0xf7fc9540	JE_STOR_COMD08
0xf7fc9541	JE_STOR_COMD09
0xf7fc9559	JE_STOR_COMD10
0xf7fea82d	destroy_ambulance_tracker()
0xf80249e1	Amb_Idle02_MW7_City
0xf803096e	0xc3b435a1
0xf80436c6	V09_03GP27_STM_Path2Vicr
0xf804a05d	CIT_ATKS03_FTB_ATKN
0xf806c4b1	REA_01HR03_FB1_Hit
0xf80988d0	GK_LOD
0xf8098a08	0x7e34b155
0xf809ab5b	GK_V1C
0xf809ab7c	GK_V2C
0xf80a3591	0xc3b3a940
0xf80cca23	GF_TRICKRACE_00
0xf80cca24	GF_TRICKRACE_01
0xf80cca25	GF_TRICKRACE_02
0xf80e9143	GMU_SHS_pkupgshshngover
0xf80e993c	0x970ed18b
0xf80f70c8	REA_01HR03_SL1_hit
0xf8136baa	CIT_FHRT08_FL1_SBDU
0xf813bcfd	FK_BILLBOARDB
0xf813bcfe	FK_BILLBOARDC
0xf813bcff	FK_BILLBOARDD
0xf81418b8	RH_OMNI01_CITYLOW01
0xf81418b9	RH_OMNI01_CITYLOW02
0xf81418ba	RH_OMNI01_CITYLOW03
0xf81418bb	RH_OMNI01_CITYLOW04
0xf81418bc	RH_OMNI01_CITYLOW05
0xf815b0c8	0xc3b54726
0xf8166c96	HM_BENCHA01
0xf8166c97	HM_BENCHA02
0xf8166c98	HM_BENCHA03
0xf8166c99	HM_BENCHA04
0xf8166c9a	HM_BENCHA05
0xf8166c9b	HM_BENCHA06
0xf8166c9c	HM_BENCHA07
0xf8166c9d	HM_BENCHA08
0xf8166c9e	HM_BENCHA09
0xf8166cb6	HM_BENCHA10
0xf8166cb7	HM_BENCHA11
0xf8166cb8	HM_BENCHA12
0xf8166cb9	HM_BENCHA13
0xf8166cba	HM_BENCHA14
0xf8166cbb	HM_BENCHA15
0xf8166cbc	HM_BENCHA16
0xf8166cbd	HM_BENCHA17
0xf8166cbe	HM_BENCHA18
0xf8166cbf	HM_BENCHA19
0xf81670d7	HM_BENCHB01
0xf81670d8	HM_BENCHB02
0xf81670d9	HM_BENCHB03
0xf81a5616	CIT_SBDU10_FTB_SBDU
0xf81bd44c	CIT_TCVR18_STB_FEAR
0xf81c567f	0x082886b5
0xf81c5680	0x082886b6
0xf81c5681	0x082886b7
0xf81c5682	0x082886b8
0xf81c5683	0x082886b9
0xf81c56ab	0x082886ba
0xf81c56be	0x082886d2
0xf81c56bf	0x082886d3
0xf81c56c0	0x082886d4
0xf81c56c1	0x082886d5
0xf81c56c2	0x082886d6
0xf81c56c3	0x082886d7
0xf81c56c4	0x082886d8
0xf81c56c5	0x082886d9
0xf81c56ed	0x082886da
0xf81c56ee	0x082886db
0xf81c63c1	0x082889f0
0xf81c63c2	0x082889f1
0xf81c63c3	0x082889f2
0xf81c63c4	0x082889f3
0xf81c63d1	0x082889ea
0xf81c63d2	0x082889eb
0xf81c63d3	0x082889ec
0xf81c63d4	0x082889ed
0xf81c63d5	0x082889ee
0xf81c63d6	0x082889ef
0xf81d0714	0x08288a10
0xf81d0715	0x08288a11
0xf81d0716	0x08288a12
0xf81d0717	0x08288a13
0xf81d0718	0x08288a14
0xf81d0725	0x08288a0b
0xf81d0726	0x08288a0c
0xf81d0727	0x08288a0d
0xf81d0728	0x08288a0e
0xf81d0729	0x08288a0f
0xf81d0756	0x08288a30
0xf81d0768	0x08288a2c
0xf81d0769	0x08288a2d
0xf81d076a	0x08288a2e
0xf81d076b	0x08288a2f
0xf81d8aaf	0xc3b4bac5
0xf81dcabd	FG_MAILBOXA04
0xf81dcabe	FG_MAILBOXA05
0xf81dcabf	FG_MAILBOXA06
0xf81dcac0	FG_MAILBOXA07
0xf81dcac1	FG_MAILBOXA08
0xf81dcac2	FG_MAILBOXA09
0xf81dcada	FG_MAILBOXA10
0xf81dcadb	FG_MAILBOXA11
0xf81dcadc	FG_MAILBOXA12
0xf81dcadd	FG_MAILBOXA13
0xf81dcade	FG_MAILBOXA14
0xf81dcb01	FG_MAILBOXA26
0xf81dcb02	FG_MAILBOXA27
0xf81dcb03	FG_MAILBOXA28
0xf81dcb04	FG_MAILBOXA29
0xf81dcb1c	FG_MAILBOXA30
0xf81dcb1d	FG_MAILBOXA31
0xf81e1e13	CIT_11PN07_SPI_DODGE
0xf8218949	REA_01HR03_SL2_hit
0xf8225280	0x27d66267
0xf823e5ce	_queens_combat_tour
0xf8243b11	GLOBAL
0xf824491e	VCL_BROKEN_GLASS
0xf828aad2	0x27d5af10
0xf82adc61	GI_STOR_COMG_20_05
0xf82adc62	GI_STOR_COMG_20_06
0xf82adc63	GI_STOR_COMG_20_07
0xf82adc64	GI_STOR_COMG_20_08
0xf82db9d2	GM_LOD
0xf82e1cc0	0x08296f63
0xf82e4897	JG_STORA_DAMAGE
0xf82f1b46	IH_QBRIDGE_ELBOW
0xf82ff2bb	0xc3b5d387
0xf8317eb9	CIT_SKT_HSTG02_ComeWithMe
0xf831818e	CIT_SKT_ICVR02_WhatAPissU
0xf832a54a	FE_SPOTLIGHTA01
0xf832a54c	FE_SPOTLIGHTA03
0xf832a54d	FE_SPOTLIGHTA04
0xf832a54e	FE_SPOTLIGHTA05
0xf832a54f	FE_SPOTLIGHTA06
0xf832a552	FE_SPOTLIGHTA09
0xf832a56a	FE_SPOTLIGHTA10
0xf832a56e	FE_SPOTLIGHTA14
0xf832a56f	FE_SPOTLIGHTA15
0xf832a570	FE_SPOTLIGHTA16
0xf832a571	FE_SPOTLIGHTA17
0xf832a572	FE_SPOTLIGHTA18
0xf832a573	FE_SPOTLIGHTA19
0xf832a58b	FE_SPOTLIGHTA20
0xf832a58c	FE_SPOTLIGHTA21
0xf832a58d	FE_SPOTLIGHTA22
0xf832a58f	FE_SPOTLIGHTA24
0xf832a592	FE_SPOTLIGHTA27
0xf832a593	FE_SPOTLIGHTA28
0xf832a594	FE_SPOTLIGHTA29
0xf833a4fc	KI_PN07_COP_SHOOTOUT_00
0xf838fecb	0x7e383d23
0xf83a2350	S03_02TM06_SPI_INeedToGet
0xf83b5f56	CIT_IDLE01_FTB_IDLE
0xf83c0f99	R2_PRESSED
0xf83d1e1e	U_I_BIG_BEETLE
0xf83fd253	GN_LOD
0xf83ff4de	GN_V1C
0xf83ff4ff	GN_V2C
0xf84206fd	CIT_BUMP54_FW2_Bump
0xf844f7fc	c:\usm\data\characters\bolivar_trask_old\bolivar_trask_old_lite.ent
0xf845d09f	S10_01CN01_SIL_PeterParke
0xf846f7fa	do_block_effect()
0xf84999b8	CIT_POL_IDLE51_DoITalkWhe
0xf849af2f	FG_SHADOWPLANECURB01
0xf849af30	FG_SHADOWPLANECURB02
0xf849af31	FG_SHADOWPLANECURB03
0xf849af32	FG_SHADOWPLANECURB04
0xf849af33	FG_SHADOWPLANECURB05
0xf849af34	FG_SHADOWPLANECURB06
0xf849af35	FG_SHADOWPLANECURB07
0xf849af36	FG_SHADOWPLANECURB08
0xf849af37	FG_SHADOWPLANECURB09
0xf849af4f	FG_SHADOWPLANECURB10
0xf849af50	FG_SHADOWPLANECURB11
0xf849af51	FG_SHADOWPLANECURB12
0xf849af53	FG_SHADOWPLANECURB14
0xf849af54	FG_SHADOWPLANECURB15
0xf849af55	FG_SHADOWPLANECURB16
0xf849af56	FG_SHADOWPLANECURB17
0xf849af57	FG_SHADOWPLANECURB18
0xf849af58	FG_SHADOWPLANECURB19
0xf849af70	FG_SHADOWPLANECURB20
0xf849af71	FG_SHADOWPLANECURB21
0xf849af72	FG_SHADOWPLANECURB22
0xf849af73	FG_SHADOWPLANECURB23
0xf849af74	FG_SHADOWPLANECURB24
0xf849af75	FG_SHADOWPLANECURB25
0xf849af76	FG_SHADOWPLANECURB26
0xf849af77	FG_SHADOWPLANECURB27
0xf849af78	FG_SHADOWPLANECURB28
0xf849af79	FG_SHADOWPLANECURB29
0xf849af91	FG_SHADOWPLANECURB30
0xf849af92	FG_SHADOWPLANECURB31
0xf84b4f4f	CIT_WATK05_RTB_atkn
0xf84db231	IN_HYDRANTA
0xf84e2479	CIT_CIV_PEDA09_IDontEvenK
0xf85163b9	0xe5161096
0xf851e7c5	0x73732205
0xf8521853	go_web
0xf8521b54	UF_INT_A_ENT_LAMP_A
0xf852c17a	0x73732e61
0xf8533cfd	REA_01HR05_FL1_hit
0xf8538f3b	GOBLIN
0xf8559296	ElcST_Kicked1
0xf8559297	ElcST_Kicked2
0xf855f1f5	CH_FX_SHORELINE05
0xf855f1f6	CH_FX_SHORELINE06
0xf856b610	CIT_CIV_PEDA16_IThinkTheH
0xf858ad80	0x1bbb1d48
0xf85a4bf7	S09_01CN04_MAR_Yeah_b
0xf85fb2df	hg_boss_goblin
0xf8605c10	0x9b8a8a7d
0xf861d285	choose_shen_thug
0xf861dbe4	0x257c23c3
0xf8632d5b	CIT_FEAR38_MW3_Fear
0xf8640e74	0xe51720ec
0xf865557e	REA_01HR05_FL2_hit
0xf8682116	FL_CENTERFIELD
0xf869d0c4	CIT_POL_RSEE10_OfficerRom
0xf86b540f	JF_SPOTLIGHTB
0xf86d8a4c	BIP01 SPINE1
0xf86d8a4d	BIP01 SPINE2
0xf86dc0b2	FM_STOR_HOTD_05_07
0xf86dc0b3	FM_STOR_HOTD_05_08
0xf86e7f29	init_the_doors_fool
0xf86fe8a5	fly_bubble_burst
